sample_index,publication_id,reference_id,reference_order,exclusive_category,alignment_score,alignment_source,grobid_index,grobid_doi,grobid_title,grobid_journal,grobid_year,grobid_authors,grobid_volume,grobid_issue,grobid_pages,experiment19_status,resolver,matched_id,matched_doi,matched_title,matched_year,matched_venue,confidence,title_similarity,title_coverage,title_token_count,author_coverage,year_match,title_pair_similarity,title_pair_coverage,query,context
9416,1281894,21527203,92,journal_like_left,1.0,raw_similarity,22,,Densidad de Eneas Tratadas con Yerbicidas,J Field Ornithol,1996,,67,1,167-176,no_match,grobid_crossref_bibliographic,,10.20937/rica.31001,ANÁLISIS CITOGENÉTIO DE DO CEPAS DE Drosophila wlllistoni TRATADAS CON FORMALDEHIDO CON PAARTICULAR ÉNFASIS EN LA REGIÓN DE LA ALCOHOL DESHIDROGENASA,1996,Universidad Nacional Autonoma de Mexico,0.2227,0.024,0.2143,14,0.0,True,0.3053,0.4,Densidad de Eneas Tratadas con Yerbicidas 1996 J Field Ornithol,"93. Linz GM, Blixt DC, Bergman DL, Bleier WJ: Responses of red-winged blackbirds, yellow-headed blackbirds and marsh wrens to glyphosateinduced alterations in cattail density (Respuesta de Agelaius phoeniceus, Xanthocephalus xanthocephalus y Cistothorus palustris a Alteración en la Densidad de Eneas Tratadas con Yerbicidas. J Field Ornithol, 67 (1): 167- 176, 1996."
9421,1275837,21365538,82,other,1.0,raw_similarity,82,,Türk Dilleri. Giriş. Ankara: Simurg,,1999,T Tekin; M Ölmez,,,,no_match,grobid_crossref_bibliographic,,10.29000/rumelide.133749,"Tanıtma / Introduction: Talat Tekin; Mehmet Ölmez: Türk Dilleri -Giriş-: Ankara 2014, 226 s. Bilgesu Yayıncılık.",2016,RumeliDE Dil ve Edebiyat Arastirmalari Dergisi,0.3453,0.5478,0.4286,14,0.0,False,0.4361,0.8,Türk Dilleri. Giriş. Ankara: Simurg tekin 1999,"Tekin, T. ve Ölmez, M. (1999). Türk Dilleri. Giriş. Ankara: Simurg."
9422,1275837,21365544,88,other,1.0,match_report,88,,Sravnitel'no-istoriçeskaya grammatika tyurkskih yazıkov. Regional'nıye rekonstruktsii,,2002,E Tenişev,,,,no_match,grobid_crossref_bibliographic,,10.12787/karam948,"Edhem Rahimoğlu Tenişev, Sravnitel'no-İstoriçeskaya Grammatika Tyurkskih Yazıkov",2015,Karadeniz Arastirmalari Merkezi,0.5517,0.6961,0.75,8,0.0,False,0.6748,0.625,Sravnitel'no-istoriçeskaya grammatika tyurkskih yazıkov. Regional'nıye rekonstruktsii tenisev 2002,"Tenişev, E. (Ed.). (2002). Sravnitel’no-istoriçeskaya grammatika tyurkskih yazıkov. Regional’nıye rekonstruktsii."
9428,1282955,21581059,38,other,1.0,raw_similarity,39,,Georgialaisten khinkali-nyyttien tuotekehitys (Opinnäytetyö),,2017,N Timonen,,,,no_match,grobid_crossref_bibliographic,,10.5194/acp-2016-579-ac1,Response to referee comments,2017,Copernicus GmbH,0.2795,0.1474,0.0,3,1.0,True,0.2326,0.0,Georgialaisten khinkali-nyyttien tuotekehitys (Opinnäytetyö) timonen 2017,"Timonen, N. (2017). Georgialaisten khinkali-nyyttien tuotekehitys (Opinnäytetyö). Hotelli- ja ravintola-alan, liikkeenjohdon koulutusohjelma, Haaga-Helia University, Helsinki."
9438,1183721,17158861,6,journal_like_left,1.0,match_report,6,,Influence of sucrose solution concentration and temperature on mass exchange during osmotic dehydration of eggplant (Solanum melongena L.) cubes,International Food Research Journal,2015,A Ganjloo; M Bimakr,22,2,807-811,no_match,grobid_crossref_bibliographic,,10.4172/2157-7110.1000462,Osmotic Dehydration of Litchi Using Sucrose Solution: Effect of Mass Transfer,2015,OMICS Publishing Group,0.4778,0.1701,0.625,8,0.0,True,0.3226,0.625,Influence of sucrose solution concentration and temperature on mass exchange during osmotic dehydration of eggplant (Solanum melongena L.) cubes ganjloo 2015 International Food Research Journal,"Ganjloo, A. and Bimakr, M. 2015. Influence of sucrose solution concentration and temperature on mass exchange during osmotic dehydration of eggplant (Solanum melongena L.) cubes. International Food Research Journal, 22(2): 807-811."
9439,1183721,17158880,25,other,1.0,match_report,24,,Possibilities to control solid uptake during osmotic dehydration of sugar beet,,2008,A Jokic; Z Zavargo; J Gyura; B Prodanic,,,243-261,no_match,grobid_crossref_bibliographic,,10.1111/jfpp.12133,Optimization of Osmotic Dehydration of Apples in Sugar Beet Molasses,2013,Hindawi Limited,0.3534,0.1958,0.5714,7,0.0,False,0.5342,0.5714,Possibilities to control solid uptake during osmotic dehydration of sugar beet jokic 2008,"Jokic, A., Zavargo, Z., Gyura, J., Prodanic, B., 2008. Possibilities to control solid uptake during osmotic dehydration of sugar beet, in: Cantor, J.M. (Ed.), Progress in Food Engineering Research and Development. Nova Publishers, pp. 243–261."
9466,1315964,23142601,11,other,1.0,match_report,12,,"Map use: reading, analysis and interpretation",,2011,A R Buckley; P C Muehrcke; J O Muehrcke,,,,no_match,grobid_crossref_bibliographic,,10.14714/cp68.14,Review of Map Use: Reading and Analysis,2011,North American Cartographic Information Society,0.7339,0.4196,1.0,3,0.0,True,0.5926,1.0,"Map use: reading, analysis and interpretation buckley 2011","Buckley, A. R., Muehrcke, P. C., & Muehrcke, J. O. (2011). Map use: reading, analysis and interpretation. Redlands: Esri Pres."
9486,1216369,18634343,6,other,1.0,match_report,8,,Ses ötesi dalgaların kolemanit atıklarının zenginleştirilmesinde kullanımı,Madencilik Kongresi,1997,E Sönmez; H Özdağ; M Savaş,15,,319-323,no_match,grobid_crossref_bibliographic,,10.59287/sbocc.305,Meyve Atıklarının Besin Zenginleştirmede Kullanımı,2023,DUVAR PUBLISHING,0.3047,0.4236,0.4,5,0.0,False,0.6452,0.4,Ses ötesi dalgaların kolemanit atıklarının zenginleştirilmesinde kullanımı sonmez 1997 Madencilik Kongresi,"Sönmez, E., Özdağ, H. ve Savaş, M., 1997. Ses ötesi dalgaların kolemanit atıklarının zenginleştirilmesinde kullanımı. Türkiye 15. Madencilik Kongresi, Ankara, 319-323."
9493,1345474,24434168,8,other,1.0,match_report,7,,"The Arab Ethical Mind: A Critical and Analytical Study of Value Systems in Arab Culture. 1 Volume. Beyrut: Center for Arab Unity Studies, 1st Ed",,2001,Mohammed Al-Jabri; Abed,,,,no_match,grobid_crossref_bibliographic,,10.4324/9781315410692-11,ARAB UNITY AND ARAB DISSENSIONS,2016,Routledge,0.4388,0.1313,0.75,4,0.0,False,0.1882,0.75,"The Arab Ethical Mind: A Critical and Analytical Study of Value Systems in Arab Culture. 1 Volume. Beyrut: Center for Arab Unity Studies, 1st Ed jabri 2001","Al-Jabri, Mohammed Abed. The Arab Ethical Mind: A Critical and Analytical Study of Value Systems in Arab Culture. 1 Volume. Beyrut: Center for Arab Unity Studies, 1st Ed., 2001."
9494,1345474,24434175,15,other,1.0,raw_similarity,14,,Dīwān Dīk Al-Jinn al-Ḥimṣī. Damascus: Arab Writers Union,,2004,Muḥyī Darwīsh; Al-Dīn,,,,no_match,grobid_crossref_bibliographic,,10.1163/1573-3912_islam_sim_1852,Dīk al-Ḏj̲inn al-Ḥimṣī,,Walter de Gruyter GmbH,0.4264,0.2985,0.6667,3,0.0,False,0.5333,0.6667,Dīwān Dīk Al-Jinn al-Ḥimṣī. Damascus: Arab Writers Union darwish 2004,"Darwīsh, Muḥyī al-Dīn. Dīwān Dīk Al-Jinn al-Ḥimṣī. Damascus: Arab Writers Union (Ittiḥād al-Kuttāb al-ʿArab), 1st Ed., 2004."
9518,1278197,21308481,2,url_web,1.0,raw_similarity,3,10.1016/j.strueco.2020.08.008,Access to finance among small and medium-sized enterprises and job creation in Africa,,2020,Z Bddk ; Brixiová; T Kangoye; T U Yogo,55,,177-189,strong,grobid_doi_crossref,,10.1016/j.strueco.2020.08.008,Access to finance among small and medium-sized enterprises and job creation in Africa,2020,Structural Change and Economic Dynamics,,,,,,,,,10.1016/j.strueco.2020.08.008,"BDDK. (2023). KOBİ kredileri (milyon TL), dönem: 2006/12-2023/12. https://www.bddk.org.tr/BultenAylik"
9525,1321281,23441794,20,journal_like_left,1.0,match_report,20,,Remote sensing for water quality monitoring in Lake Victoria,"Technology, Innovation and Development",2013,L W Ndungu; G G Ndiritu; B M Mutua,5,5,399-409,no_match,grobid_crossref_bibliographic,,10.25236/iceeecs.2018.098,Study on Water Quality Monitoring of Daihai Lake Based on Remote Sensing Technology,2018,Francis Academic Press,0.5681,0.4341,0.875,8,0.0,False,0.5175,0.8571,"Remote sensing for water quality monitoring in Lake Victoria ndungu 2013 Technology, Innovation and Development","Ndungu, L. W., Ndiritu, G. G., & Mutua, B. M. (2013). Remote sensing for water quality monitoring in Lake Victoria. African Journal of Science, Technology, Innovation and Development, 5(5), 399–409."
9526,1206584,18160284,87,journal_like_left,1.0,raw_similarity,79,,İlköğretim 6. sınıf öğrencilerinin dinleme becerisi farkındalıklarının sosyo-ekonomik düzeye göre incelenmesi,Çankırı Karatekin Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2011,A Şahin,2,1,178-188,no_match,grobid_crossref_bibliographic,,10.54558/jiss.1114516,Ergenlerin Narsisizm Düzeylerinin Sosyo-Demografik Değişkenlere Göre İncelenmesi (Kayseri İli Örneği),2023,Cankiri Karatekin Universitesi,0.2402,0.4512,0.2727,11,0.0,False,0.5314,0.2727,İlköğretim 6. sınıf öğrencilerinin dinleme becerisi farkındalıklarının sosyo-ekonomik düzeye göre incelenmesi sahin 2011 Çankırı Karatekin Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,"Şahin, A. (2011). İlköğretim 6. sınıf öğrencilerinin dinleme becerisi farkındalıklarının sosyo-ekonomik düzeye göre incelenmesi. Çankırı Karatekin Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 2(1), 178-188."
9549,1182693,17093026,3,other,1.0,raw_similarity,3,,"Yöresel Yemeklerde Moleküler Gastronomi Kullanımı. Kastamonu: T.C. 10 18, 2022 tarihinde alındı balikciblog",,2013,K Kaynakça Alpaslan,3,,25-36,no_match,grobid_crossref_bibliographic,,10.21325/jotags.2020.545,Moleküler Gastronomi Yöresel Yemeklerde Kullanılabilir mi (Can Molecular Gastronomy be Usefull for Local Food ),2020,Turkish Cooperative Association,0.2414,0.4571,0.2727,11,0.0,False,0.3886,0.4,"Yöresel Yemeklerde Moleküler Gastronomi Kullanımı. Kastamonu: T.C. 10 18, 2022 tarihinde alındı balikciblog alpaslan 2013","Batu, A. (2017). Moleküler Gastronomi Bakış Açısıyla Gıdaların Tat ve Aroma Algıları . Aydın Gastronomy, 25-36."
9557,1228640,19171730,31,journal_like_left,1.0,match_report,31,,In vitro anti-mycotic activity of some medicinal plants containing flavonoids,Boll Chim Farm,2000,A Trovato; M T Monforte; A M Forestieri; F Pizzimenti,139,5,225-227,no_match,grobid_crossref_bibliographic,,10.1055/s-0028-1084276,In vitro anti-amoebic and anti-giardial activity of some medicinal plants of the family Myrtaceae,2008,Georg Thieme Verlag KG,0.4461,0.4806,0.6364,11,0.0,False,0.6782,0.6667,In vitro anti-mycotic activity of some medicinal plants containing flavonoids trovato 2000 Boll Chim Farm,"31. Trovato A, Monforte MT, Forestieri AM, Pizzimenti F. In vitro anti-mycotic activity of some medicinal plants containing flavonoids. Boll Chim Farm, 2000; 139(5): 225-7."
9559,1284461,21668294,28,other,1.0,match_report,9,,Roma'dan Cumhuriyete Bolvadin Kırkgöz Köprüsü,Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2003,Osman Eravşar; İ H Mert,9,,581-601,no_match,grobid_crossref_bibliographic,,10.23897/usad.1422497,Bolvadin’deki Selçuklu Yapıları Ve Kırkgöz Köprüsü,2024,Selcuk University,0.3258,0.254,0.5,6,0.0,False,0.5053,0.5,Roma'dan Cumhuriyete Bolvadin Kırkgöz Köprüsü eravsar 2003 Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,"Eravşar, Osman & MERT, İ.H. (2003). Roma’dan Cumhuriyete Bolvadin Kırkgöz Köprüsü. Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 9, s.581-601."
9564,1375615,25634753,64,other,1.0,match_report,82,,Letâʾifü'l-minen ve'l-ahlâk� fî beyâni vücûbi't-tehaddüss bi-niʿmeti'llâhi ʿale'l-itlâk� (el-Minenü'l-kübrâ),thk. Ahmed İzz. Suriye: Dârü't-takvâ,2004,Abdulvehhâb Şa'rânî,,,,no_match,grobid_crossref_bibliographic,,10.33718/tid.1647474,Muhammed et-Trabzonî el-Medenî ve ‘Ruseyyiletun fî beyâni mâ verede fî’s-sultân mine’l-ehâdîs’ İsimli Eseri,2025,Trabzon Ilahiyat Dergisi,0.1279,0.3895,0.0909,11,0.0,False,0.4135,0.0909,Letâʾifü'l-minen ve'l-ahlâk� fî beyâni vücûbi't-tehaddüss bi-niʿmeti'llâhi ʿale'l-itlâk� (el-Minenü'l-kübrâ) rani 2004 thk. Ahmed İzz. Suriye: Dârü't-takvâ,"Şa‘rânî, Abdulvehhâb. Letâʾifü’l-minen ve’l-ahlâḳ fî beyâni vücûbi’t-tehaddüss bi-niʿmeti’llâhi ʿale’l-itlâḳ (el-Minenü’l-kübrâ). thk. Ahmed İzz. Suriye: Dârü’t-takvâ, 2004."
9581,1287314,21921216,43,journal_like_left,1.0,match_report,46,,Adoption and Evaluation of Mobile Commerce in Chile,The Electronic Journal Information Systems Evaluation,2009,R B Kini,12,1,75-88,no_match,grobid_crossref_bibliographic,,10.4018/978-1-60566-054-7.ch005,Adoption and Diffusion of M-Commerce,2009,IGI Global,0.6164,0.3735,0.6667,3,0.5,True,0.7126,0.6667,Adoption and Evaluation of Mobile Commerce in Chile kini 2009 The Electronic Journal Information Systems Evaluation,"Kini, R. B. (2009). Adoption and Evaluation of Mobile Commerce in Chile. The Electronic Journal Information Systems Evaluation, 12(1), 75–88."
9587,1207618,18241979,25,other,1.0,match_report,24,,Ferheng-i Fırak-ı İslamî. Meşhed: yy,,1996,Muhammed Meşkûr; Cevad,,,,no_match,grobid_crossref_bibliographic,,10.70458/fcr.9786258724660,İbn Teymiyyede Fırak Yazıcılığı,2026,Fecr Yayın Grubu,0.194,0.2826,0.25,4,0.0,False,0.2769,0.25,Ferheng-i Fırak-ı İslamî. Meşhed: yy meskur 1996,"Meşkûr, Muhammed Cevad. Ferheng-i Fırak-ı İslamî. Meşhed: yy., 1996."
9588,1247426,19964066,22,other,1.0,match_report,21,,Sanal rekreasyon kavramının özellik ve temel unsurlarını belirlemeye yönelik bir çalışma. Tourism and Recreation,,2021,Ö Güncan,3,,66-76,no_match,grobid_crossref_bibliographic,,10.31771/jrtr.2021.105,Bireylerin İnternet Bağımlılıkları İle Rekreasyonel Aktivite Tercihlerini Belirlemeye Yönelik Bir Çalışma Ankara İli Örneği,2021,Journal of Recreation and Tourism Research,0.2425,0.5251,0.25,12,0.0,False,0.5556,0.2727,Sanal rekreasyon kavramının özellik ve temel unsurlarını belirlemeye yönelik bir çalışma. Tourism and Recreation guncan 2021,Güncan. Ö. (2021b). Sanal Rekreasyon Kavramının Özellik ve Temel Unsurlarını Belirlemeye Yönelik Bir Çalışma. Tourism and Recreation. 3(1). 66-76.
9593,1336479,24081005,8,other,0.8362,match_report,8,,"The Balkans: Revolution, War, and Political Violence since 1878",,2011,Mark Biondich,,,,no_match,grobid_crossref_bibliographic,,10.1353/see.2014.0045,"Biondich, Mark. The Balkans: Revolution, War, and Political Violence since 1878 (review)",2014,Project MUSE,0.741,0.9548,1.0,9,0.0,False,1.0,1.0,"The Balkans: Revolution, War, and Political Violence since 1878 biondich 2011","Biondich, Mark. The Balkans: Revolution, War, and Political Violence since 1878."
9594,1336479,24081052,55,other,1.0,match_report,54,,Costly Independence for Oil-Rich Azerbaijan: Khojaly Massacre. Why Could It Be Considered as Genocide?,ARHUSS,2018,Anar Muradov,1,3,147-162,no_match,grobid_crossref_bibliographic,,10.1108/oxan-es235981,Tensions and crime could rise in Iraq’s oil-rich Basra,2018,Emerald,0.3642,0.29,0.375,8,0.0,True,0.3007,0.375,Costly Independence for Oil-Rich Azerbaijan: Khojaly Massacre. Why Could It Be Considered as Genocide? muradov 2018 ARHUSS,"Muradov, Anar. “Costly Independence for Oil-Rich Azerbaijan: Khojaly Massacre. Why Could It Be Considered as Genocide?” ARHUSS, vol. 1, no. 3, 2018, pp. 147-162."
9595,1276403,21231775,11,journal_like_left,1.0,match_report,11,,Late Quaternary vegetation history of northern Turkey,Palaeohistoria,1993,S Bottema; H Woldring; B Aytuğ,35,36,12-72,no_match,grobid_crossref_bibliographic,,10.3406/ecmed.1990.1658,Notes on the history of the genus Betula in Turkey during the Late Quaternary,1990,PERSEE Program,0.4878,0.3141,0.5,8,1.0,False,0.2308,0.6667,Late Quaternary vegetation history of northern Turkey bottema 1993 Palaeohistoria,"Bottema, S., Woldring, H., Aytuğ, B. (1993). Late Quaternary vegetation history of northern Turkey. Palaeohistoria, 35 (36), 12–72."
9596,1276403,21231776,12,other,1.0,match_report,12,,The Late Quaternary vegetation history of western Turkey,The Ilıpınar Excavations,2001,S Bottema; H Woldring; İ Kayan,II,,327-357,no_match,grobid_crossref_bibliographic,,10.1111/j.1469-8137.1996.tb04522.x,Late Quaternary vegetation history of the Western Isles of Scotland,1996,Wiley,0.5006,0.5389,0.7143,7,0.0,False,0.7642,0.8333,The Late Quaternary vegetation history of western Turkey bottema 2001 The Ilıpınar Excavations,"Bottema, S., Woldring, H., Kayan, İ. (2001). The Late Quaternary vegetation history of western Turkey. The Ilıpınar Excavations II, 327–357."
9604,1347020,24487648,10,other,1.0,match_report,11,,Basiretli İş Adamı Gibi Hareket Yükümlülüğü: Özellikle Tacirin Ücret ve Cezai Şartın İndirilmesini İsteyememesi,,2018,Bingöl Muhammet; Emin,,,,no_match,grobid_crossref_bibliographic,,10.30915/abd.1381433,DEPREMİN TACİRİN BASİRETLİ BİR İŞ ADAMI GİBİ DAVRANMA YÜKÜMLÜLÜĞÜNE ETKİSİ,2023,Ankara Barosu Dergisi,0.3682,0.4658,0.5,8,0.0,False,0.4891,0.5,Basiretli İş Adamı Gibi Hareket Yükümlülüğü: Özellikle Tacirin Ücret ve Cezai Şartın İndirilmesini İsteyememesi muhammet 2018,"Bingöl Muhammet Emin, Basiretli İş Adamı Gibi Hareket Yükümlülüğü: Özellikle Tacirin Ücret ve Cezai Şartın İndirilmesini İsteyememesi, İstanbul 2018."
9606,1347020,24487654,16,other,0.9968,match_report,14,,Türk Medeni Kanunu'nda Yer Alan Velayet Hükümleri Kapsamında Küçüğün Kişi Varlığının Korunması İçin Alınacak Tedbirler,,2009,Grassinger Gülçin Elçin,,,,no_match,grobid_crossref_bibliographic,,10.46547/imuhfd.2020.07.01.01,Sosyal Medya Adları ve Türk Medeni Kanunu m. 26 Kapsamında Sosyal Medya Adlarının Korunması,2020,Istanbul Medipol Universitesi,0.3443,0.4715,0.4545,11,0.0,False,0.4808,0.4545,Türk Medeni Kanunu'nda Yer Alan Velayet Hükümleri Kapsamında Küçüğün Kişi Varlığının Korunması İçin Alınacak Tedbirler elcin 2009,"Grassinger Gülçin Elçin, Türk Medeni Kanunu’nda Yer Alan Velayet Hükümleri Kapsamında Küçüğün Kişi Varlığının Korunması İçin Alınacak Tedbirler, İstanbul 2009."
9607,1347020,24487667,29,other,0.9965,match_report,27,,"m:61, Ticari Reklam ve Haksız Ticari Uygulamalar",,2016,Özsunay Ergun; /Özsunay Murat,,,958-1022,no_match,grobid_crossref_bibliographic,,10.26650/b/ss26.2020.015.4,Haksız Ticari Uygulamalar,2020,Istanbul University Press,0.75,1.0,1.0,3,0.0,False,1.0,1.0,"m:61, Ticari Reklam ve Haksız Ticari Uygulamalar ergun 2016","Özsunay Ergun/Özsunay Murat, “m:61, Ticari Reklam ve Haksız Ticari Uygulamalar”, Milli Şerh, (Ed. Hakan Tokbaş& Özlem Tüzüner), İstanbul 2016, s. 958 vd-1022."
9608,1321842,23463019,40,journal_like_left,1.0,raw_similarity,28,10.1002/1098-237x(200103)85:2<89::aid-sce10>3.0.co;2-h,Science education in an urban elementary school: Case studies of teacher beliefs and classroom practices,,2001,K King; L Shumow; S Lietz,85,,1-20,strong,grobid_doi_crossref,,10.1002/1098-237x(200103)85:2<89::aid-sce10>3.0.co;2-h,Science education in an urban elementary school: Case studies of teacher beliefs and classroom practices,2001,Science Education,,,,,,,,,10.1002/1098-237x(200103)85:2<89::aid-sce10>3.0.co;2-h,"Kocagül Sağlam, M. ve Şahin, M. (2016). Sorgulamaya dayalı öğretime yönelik inanç ölçeği: Geçerlik ve güvenirlik çalışması. Batı Anadolu Eğitim Bilimleri Dergisi (BAED), 7(14), 1-20."
9619,1212733,19437409,30,journal_like_left,1.0,raw_similarity,27,,"The Role of Trade Strategies for Economic Development, Russian and East European Finance and Trade",,2002,B Yılmaz,38,,59-78,no_match,grobid_crossref_bibliographic,,10.1057/9780230502543_2,"Trade, Finance and Development in a Global Context",2002,Palgrave Macmillan UK,0.4861,0.2807,0.6,5,0.0,True,0.274,0.6,"The Role of Trade Strategies for Economic Development, Russian and East European Finance and Trade yilmaz 2002","Yılmaz, B. (2002). The Role of Trade Strategies for Economic Development, Russian and East European Finance and Trade, 38(2), 59 – 78."
9638,1262095,21662723,1,other,1.0,match_report,1,,The study of thinking methods in light of the Sternberg's theory among students of the Faculty of Basic Education,Journal of Positive School Psychology,2022,S I Abdullah,,,4791-4806,no_match,grobid_crossref_bibliographic,,10.33899/berj.2024.184827,The Positive Thinking of Preparatory School Students,2024,University of Mosul,0.4764,0.1818,0.8,5,0.0,False,0.4364,0.4,The study of thinking methods in light of the Sternberg's theory among students of the Faculty of Basic Education abdullah 2022 Journal of Positive School Psychology,"ABDULLAH, S. I. (2022). The study of thinking methods in light of the Sternberg's theory among students of the Faculty of Basic Education. Journal of Positive School Psychology, 4791-4806."
9639,1262095,21662740,18,journal_like_left,1.0,raw_similarity,8,,The relatıonshıp of the enneagram personalıty types and the early maladaptıve schemas to dependent personalıty dısorder,Journal of Positive School Psychology,2005,S Fer; T Firoozan; F Khosropour; A M Z Anari,5,1,159-166,no_match,grobid_crossref_bibliographic,,10.53730/ijhs.v6ns3.8435,Examınatıon of the relatıonshıp of depressıve symptoms and early maladaptıve schemas ın breast cancer patıents,2022,Universidad Tecnica de Manabi,0.3375,0.0875,0.4,10,0.0,True,0.5415,0.4,The relatıonshıp of the enneagram personalıty types and the early maladaptıve schemas to dependent personalıty dısorder fer 2005 Journal of Positive School Psychology,"FIROOZAN, T., KHOSROPOUR, F. & ANARI, A.M.Z. (2022). The relatıonshıp of the enneagram personalıty types and the early maladaptıve schemas to dependent personalıty dısorder. Journal of Positive School Psychology, 6(7), 159-166."
9647,1156126,16206145,51,journal_like_left,1.0,raw_similarity,48,,Türkiye'de devletçilik politikasının gelişimi üzerine,Karınca Dergisi,2000,H Yayman,65,757,35-41,no_match,grobid_crossref_bibliographic,,10.58830/ozgur.pub97.c456,20. Yüzyılda Türk Sosyal Politikasının Gelişimi,2023,Özgür Yayınları,0.3101,0.4507,0.4,5,0.0,False,0.5859,0.5,Türkiye'de devletçilik politikasının gelişimi üzerine yayman 2000 Karınca Dergisi,"Yayman, H. (2000). Türkiye’de devletçilik politikasının gelişimi üzerine. Karınca Dergisi, 65(757), 35-41."
9655,1155330,16032728,11,other,1.0,raw_similarity,20,,Osmanlıca-Türkçe ansiklopedik lügat,,1996,F Devellioğlu,,,,no_match,grobid_crossref_bibliographic,,10.32321/cutad.1500099,TÜRKÇE MANZUM SÖZLÜK ŞERHLERİNDEN ŞERH-İ LÜGAT-İ KESKİN,2024,Cukurova Universitesi Turkoloji Arast脹rmalar脹 Dergisi,0.2284,0.3564,0.2857,7,0.0,False,0.4,0.5,Osmanlıca-Türkçe ansiklopedik lügat devellioglu 1996,"Doğan, D. M. (1996). Büyük Türkçe sözlük. İstanbul: İz."
9658,1331640,23884076,60,journal_like_left,1.0,match_report,53,,"Descriptive study of lampbrush chromosomes in the genus Pleurodeles (Amphibian, Urodele)",Ann Embr Morph,1968,J C Lacroix,1,,179-202,no_match,grobid_crossref_bibliographic,,10.1007/bf00329682,Correlation between isolated lampbrush chromosomes and nuclear structures of Pleurodeles waltl oocytes: An electron microscopic study,1989,Springer Science and Business Media LLC,0.2802,0.4633,0.25,12,0.3333,False,0.4885,0.4286,"Descriptive study of lampbrush chromosomes in the genus Pleurodeles (Amphibian, Urodele) lacroix 1968 Ann Embr Morph","Lacroix, J.C. (1968). Descriptive study of lampbrush chromosomes in the genus Pleurodeles (Amphibian, Urodele). Ann Embr Morph, 1, 179- 202."
9662,1305106,22575615,19,other,1.0,match_report,21,,Geçmiş zaman. Bellek kültürü ve özneye dönüş üzerine bir tartışma,,2012,B Sarlo,,,,no_match,grobid_crossref_bibliographic,,10.59287/siibgy2.1176,"Julian Barnes’ın Bir Son Duygusu Romanında Bellek, Geçmiş ve Travma Kavramları Üzerine Bir Çözümleme",2023,DUVAR PUBLISHING,0.1816,0.3581,0.2,10,0.0,False,0.4049,0.2857,Geçmiş zaman. Bellek kültürü ve özneye dönüş üzerine bir tartışma sarlo 2012,"Sarlo, B. (2012). Geçmiş zaman. Bellek kültürü ve özneye dönüş üzerine bir tartışma. (translated by P. B. Charum and D. Ekinci), İstanbul: Metis."
9664,1275313,21184082,8,journal_like_left,1.0,match_report,8,,"Kimim ben? Göçmen, sığınmacı, mülteci, yabancı, vatansız ve geçici koruma: Türkiye'deki Suriyeliler",Antakiyat,2021,M Fansa,4,2,289-306,no_match,grobid_crossref_bibliographic,,10.33905/bseusbed.1283353,Türkiye’de Toplumsal Uyum Çabaları ve Geçici Koruma Altındaki Suriyeliler,2023,Bilecik Seyh Edebali Universitesi Sosyal Bilimler Enstitusu Dergisi,0.3665,0.4577,0.5,8,0.0,False,0.5542,0.5,"Kimim ben? Göçmen, sığınmacı, mülteci, yabancı, vatansız ve geçici koruma: Türkiye'deki Suriyeliler fansa 2021 Antakiyat","Fansa, M. (2021). Kimim ben? Göçmen, sığınmacı, mülteci, yabancı, vatansız ve geçici koruma: Türkiye’deki Suriyeliler. Antakiyat, 4(2), 289-306."
9666,1239008,21431082,17,other,1.0,raw_similarity,16,,Karay Türklerinin Dili (Troki Diyalekti),,2016,Selma Gülsevin,,,,strong,grobid_trdizin_title_search,251518,,KARAYTÜRKLERİNİN DİLİ (TROKİ DİYALEKTİ),2016,Dil Araştırmaları,0.88,1.0,1.0,5,0.0,True,0.9867,0.75,Karay Türklerinin Dili Troki Diyalekti,"GÜLSEVİN, Selma (2016). Karay Türklerinin Dili (Troki Diyalekti). Ankara: TDK."
9668,1239008,21431107,42,other,1.0,raw_similarity,41,,"Qırımtatarca-Rusca-Ukraynice Luğat -Üç Tomlı-. Akmescit: Tezis. UYĞUR, Ceyhun Vedat",,2008,S M Useyinov,,,,no_match,grobid_crossref_bibliographic,,10.1109/apmc.2008.4957940,Dual-mode microstrip bandstop filters,2008,IEEE,0.1496,0.2478,0.0,5,0.0,True,0.2456,0.0,"Qırımtatarca-Rusca-Ukraynice Luğat -Üç Tomlı-. Akmescit: Tezis. UYĞUR, Ceyhun Vedat useyinov 2008","USEYİNOV, S. M. (2008). Qırımtatarca-Rusca-Ukraynice Luğat -Üç Tomlı-. Akmescit: Tezis."
